0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1715,75966%	0,00000%	0,01717%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,96137%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	1716,73820%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	0,00000%	
